spectrum_id,fold
MassSpecGymID0087673,train
MassSpecGymID0087674,train
MassSpecGymID0087675,train
MassSpecGymID0087676,train
MassSpecGymID0087677,train
MassSpecGymID0087678,train
MassSpecGymID0087679,train
MassSpecGymID0087680,train
MassSpecGymID0087681,train
MassSpecGymID0087682,train
MassSpecGymID0087683,train
MassSpecGymID0087684,train
MassSpecGymID0087685,train
MassSpecGymID0087686,train
MassSpecGymID0087687,train
MassSpecGymID0087688,train
MassSpecGymID0087689,train
MassSpecGymID0087690,train
MassSpecGymID0087691,train
MassSpecGymID0087692,train
MassSpecGymID0087694,train
MassSpecGymID0087695,train
MassSpecGymID0087696,train
MassSpecGymID0087698,train
MassSpecGymID0087699,train
MassSpecGymID0087700,train
MassSpecGymID0087701,train
MassSpecGymID0087702,train
MassSpecGymID0087703,train
MassSpecGymID0087704,train
MassSpecGymID0087705,train
MassSpecGymID0087706,train
MassSpecGymID0087707,train
MassSpecGymID0087708,train
MassSpecGymID0087709,train
MassSpecGymID0087710,train
MassSpecGymID0087711,train
MassSpecGymID0087712,train
MassSpecGymID0087713,train
MassSpecGymID0087714,train
MassSpecGymID0087715,train
MassSpecGymID0087716,train
MassSpecGymID0087717,train
MassSpecGymID0087718,train
MassSpecGymID0087719,train
MassSpecGymID0087720,train
MassSpecGymID0087722,train
MassSpecGymID0087723,train
MassSpecGymID0087724,train
MassSpecGymID0087725,train
MassSpecGymID0087726,train
MassSpecGymID0087727,train
MassSpecGymID0087728,train
MassSpecGymID0087729,train
MassSpecGymID0087730,train
MassSpecGymID0087731,train
MassSpecGymID0087732,train
MassSpecGymID0087733,train
MassSpecGymID0087734,train
MassSpecGymID0087735,train
MassSpecGymID0087736,train
MassSpecGymID0087737,train
MassSpecGymID0087738,train
MassSpecGymID0087739,train
MassSpecGymID0087740,train
MassSpecGymID0087741,train
MassSpecGymID0087742,train
MassSpecGymID0087743,train
MassSpecGymID0087744,train
MassSpecGymID0087745,train
MassSpecGymID0087746,train
MassSpecGymID0087747,train
MassSpecGymID0087748,train
MassSpecGymID0087749,train
MassSpecGymID0087750,train
MassSpecGymID0087751,train
MassSpecGymID0087752,train
MassSpecGymID0087753,train
MassSpecGymID0087754,train
MassSpecGymID0087755,train
MassSpecGymID0087756,train
MassSpecGymID0087757,train
MassSpecGymID0087758,train
MassSpecGymID0087759,train
MassSpecGymID0087760,train
MassSpecGymID0087761,train
MassSpecGymID0087762,train
MassSpecGymID0087763,train
MassSpecGymID0087764,train
MassSpecGymID0087767,train
MassSpecGymID0087768,train
MassSpecGymID0087769,train
MassSpecGymID0087770,train
MassSpecGymID0087771,train
MassSpecGymID0087772,train
MassSpecGymID0087773,train
MassSpecGymID0087774,train
MassSpecGymID0087775,train
MassSpecGymID0087776,train
MassSpecGymID0087777,train
MassSpecGymID0087778,train
MassSpecGymID0087780,train
MassSpecGymID0087781,train
MassSpecGymID0087782,train
MassSpecGymID0087783,train
MassSpecGymID0087785,train
MassSpecGymID0087786,train
MassSpecGymID0087787,train
MassSpecGymID0087788,train
MassSpecGymID0087789,train
MassSpecGymID0087790,train
MassSpecGymID0087791,train
MassSpecGymID0087792,train
MassSpecGymID0087795,train
MassSpecGymID0087797,train
MassSpecGymID0087798,train
MassSpecGymID0087799,train
MassSpecGymID0087800,train
MassSpecGymID0087801,train
MassSpecGymID0087805,train
MassSpecGymID0087806,train
MassSpecGymID0087807,train
MassSpecGymID0087808,train
MassSpecGymID0087809,train
MassSpecGymID0087810,train
MassSpecGymID0087812,train
MassSpecGymID0087814,train
MassSpecGymID0087815,train
MassSpecGymID0087816,train
MassSpecGymID0087817,train
MassSpecGymID0087818,train
MassSpecGymID0087820,train
MassSpecGymID0087821,train
MassSpecGymID0087822,train
MassSpecGymID0087823,train
MassSpecGymID0087824,train
MassSpecGymID0087825,train
MassSpecGymID0087826,train
MassSpecGymID0087827,train
MassSpecGymID0087828,train
MassSpecGymID0087829,train
MassSpecGymID0087830,train
MassSpecGymID0087831,train
MassSpecGymID0087832,train
MassSpecGymID0087833,train
MassSpecGymID0087834,train
MassSpecGymID0087835,train
MassSpecGymID0087836,train
MassSpecGymID0087837,train
MassSpecGymID0087838,train
MassSpecGymID0087844,holdout
MassSpecGymID0087846,holdout
MassSpecGymID0087847,holdout
MassSpecGymID0087848,holdout
MassSpecGymID0087849,holdout
MassSpecGymID0087850,holdout
MassSpecGymID0087851,holdout
MassSpecGymID0087852,holdout
MassSpecGymID0087853,holdout
MassSpecGymID0087854,holdout
MassSpecGymID0087855,holdout
MassSpecGymID0087856,holdout
MassSpecGymID0087857,holdout
MassSpecGymID0087858,holdout
MassSpecGymID0087859,holdout
MassSpecGymID0087860,holdout
MassSpecGymID0087861,holdout
MassSpecGymID0087862,holdout
MassSpecGymID0087864,holdout
MassSpecGymID0087865,train
MassSpecGymID0087866,train
MassSpecGymID0087867,train
MassSpecGymID0087869,train
MassSpecGymID0087870,train
MassSpecGymID0087871,train
MassSpecGymID0087873,ood
MassSpecGymID0087874,ood
MassSpecGymID0087875,ood
MassSpecGymID0087876,ood
MassSpecGymID0087877,ood
MassSpecGymID0087878,ood
MassSpecGymID0087879,ood
MassSpecGymID0087880,ood
MassSpecGymID0087881,ood
MassSpecGymID0087882,ood
MassSpecGymID0087883,ood
MassSpecGymID0087884,ood
MassSpecGymID0087885,id_val
MassSpecGymID0087887,id_val
MassSpecGymID0087888,id_val
MassSpecGymID0087889,id_val
MassSpecGymID0087890,id_val
MassSpecGymID0087891,id_val
MassSpecGymID0087893,train
MassSpecGymID0087894,train
MassSpecGymID0087895,train
MassSpecGymID0087896,train
MassSpecGymID0087897,train
MassSpecGymID0087898,train
MassSpecGymID0087899,train
MassSpecGymID0087900,train
MassSpecGymID0087901,train
MassSpecGymID0087902,train
MassSpecGymID0087904,train
MassSpecGymID0087905,train
MassSpecGymID0087906,train
MassSpecGymID0087907,train
MassSpecGymID0087911,train
MassSpecGymID0087912,train
MassSpecGymID0087913,train
MassSpecGymID0087914,train
MassSpecGymID0087915,train
MassSpecGymID0087916,train
MassSpecGymID0087918,train
MassSpecGymID0087919,train
MassSpecGymID0087920,train
MassSpecGymID0087921,train
MassSpecGymID0087922,train
MassSpecGymID0087923,train
MassSpecGymID0087924,ood
MassSpecGymID0087926,ood
MassSpecGymID0087927,ood
MassSpecGymID0087928,ood
MassSpecGymID0087929,ood
MassSpecGymID0087930,ood
MassSpecGymID0087932,train
MassSpecGymID0087934,train
MassSpecGymID0087935,train
MassSpecGymID0087936,train
MassSpecGymID0087939,train
MassSpecGymID0087940,train
MassSpecGymID0087941,train
MassSpecGymID0087942,train
MassSpecGymID0087943,train
MassSpecGymID0087944,train
MassSpecGymID0087945,train
MassSpecGymID0087946,train
MassSpecGymID0087947,train
MassSpecGymID0087948,train
MassSpecGymID0087949,train
MassSpecGymID0087950,train
MassSpecGymID0087952,train
MassSpecGymID0087953,train
MassSpecGymID0087954,train
MassSpecGymID0087955,id_val
MassSpecGymID0087956,id_val
MassSpecGymID0087957,id_val
MassSpecGymID0087958,id_val
MassSpecGymID0087959,id_val
MassSpecGymID0087960,id_val
MassSpecGymID0087961,id_val
MassSpecGymID0087962,id_val
MassSpecGymID0087972,train
MassSpecGymID0087973,train
MassSpecGymID0087974,train
MassSpecGymID0087975,train
MassSpecGymID0087976,train
MassSpecGymID0087977,train
MassSpecGymID0087978,train
MassSpecGymID0087979,train
MassSpecGymID0087980,train
MassSpecGymID0087981,train
MassSpecGymID0087982,train
MassSpecGymID0087983,train
MassSpecGymID0087984,train
MassSpecGymID0087985,train
MassSpecGymID0087986,train
MassSpecGymID0087987,train
MassSpecGymID0087988,train
MassSpecGymID0087989,train
MassSpecGymID0087990,train
MassSpecGymID0087991,train
MassSpecGymID0087992,train
MassSpecGymID0087993,train
MassSpecGymID0087994,train
MassSpecGymID0087995,train
MassSpecGymID0087996,train
MassSpecGymID0087997,train
MassSpecGymID0087998,train
MassSpecGymID0087999,train
MassSpecGymID0088000,train
MassSpecGymID0088002,train
MassSpecGymID0088003,train
MassSpecGymID0088004,train
MassSpecGymID0088005,train
MassSpecGymID0088006,train
MassSpecGymID0088007,train
MassSpecGymID0088008,train
MassSpecGymID0088009,train
MassSpecGymID0088010,train
MassSpecGymID0088011,train
MassSpecGymID0088012,train
MassSpecGymID0088013,train
MassSpecGymID0088014,train
MassSpecGymID0088015,train
MassSpecGymID0088016,train
MassSpecGymID0088017,train
MassSpecGymID0088018,train
MassSpecGymID0088019,train
MassSpecGymID0088020,train
MassSpecGymID0088021,train
MassSpecGymID0088022,train
MassSpecGymID0088023,train
MassSpecGymID0088024,train
MassSpecGymID0088025,train
MassSpecGymID0088026,train
MassSpecGymID0088027,train
MassSpecGymID0088028,train
MassSpecGymID0088029,train
MassSpecGymID0088030,train
MassSpecGymID0088031,train
MassSpecGymID0088032,train
MassSpecGymID0088033,train
MassSpecGymID0088034,train
MassSpecGymID0088035,train
MassSpecGymID0088039,train
MassSpecGymID0088041,train
MassSpecGymID0088042,train
MassSpecGymID0088043,train
MassSpecGymID0088044,train
MassSpecGymID0088045,train
MassSpecGymID0088046,train
MassSpecGymID0088047,train
MassSpecGymID0088048,train
MassSpecGymID0088049,train
MassSpecGymID0088050,train
MassSpecGymID0088051,train
MassSpecGymID0088052,train
MassSpecGymID0088053,train
MassSpecGymID0088054,train
MassSpecGymID0088055,train
MassSpecGymID0088056,train
MassSpecGymID0088057,train
MassSpecGymID0088058,train
MassSpecGymID0088059,train
MassSpecGymID0088060,train
MassSpecGymID0088061,train
MassSpecGymID0088062,train
MassSpecGymID0088063,train
MassSpecGymID0088064,train
MassSpecGymID0088065,train
MassSpecGymID0088066,train
MassSpecGymID0088067,train
MassSpecGymID0088068,train
MassSpecGymID0088069,train
MassSpecGymID0088070,train
MassSpecGymID0088071,train
MassSpecGymID0088072,train
MassSpecGymID0088073,train
MassSpecGymID0088074,train
MassSpecGymID0088075,train
MassSpecGymID0088076,train
MassSpecGymID0088077,train
MassSpecGymID0088078,train
MassSpecGymID0088079,train
MassSpecGymID0088080,train
MassSpecGymID0088081,train
MassSpecGymID0088082,train
MassSpecGymID0088083,train
MassSpecGymID0088084,train
MassSpecGymID0088085,train
MassSpecGymID0088086,train
MassSpecGymID0088087,train
MassSpecGymID0088088,train
MassSpecGymID0088089,train
MassSpecGymID0088090,train
MassSpecGymID0088091,train
MassSpecGymID0088092,train
MassSpecGymID0088093,train
MassSpecGymID0088094,train
MassSpecGymID0088095,train
MassSpecGymID0088096,train
MassSpecGymID0088097,train
MassSpecGymID0088098,train
MassSpecGymID0088099,train
MassSpecGymID0088101,train
MassSpecGymID0088102,train
MassSpecGymID0088103,train
MassSpecGymID0088104,train
MassSpecGymID0088105,train
MassSpecGymID0088106,ood
MassSpecGymID0088107,ood
MassSpecGymID0088108,ood
MassSpecGymID0088109,ood
MassSpecGymID0088110,ood
MassSpecGymID0088111,ood
MassSpecGymID0088112,ood
MassSpecGymID0088113,ood
MassSpecGymID0088114,ood
MassSpecGymID0088115,ood
MassSpecGymID0088116,ood
MassSpecGymID0088117,ood
MassSpecGymID0088118,ood
MassSpecGymID0088119,ood
MassSpecGymID0088120,ood
MassSpecGymID0088121,ood
MassSpecGymID0088122,ood
MassSpecGymID0088124,holdout
MassSpecGymID0088125,holdout
MassSpecGymID0088126,holdout
MassSpecGymID0088127,holdout
MassSpecGymID0088128,holdout
MassSpecGymID0088129,holdout
MassSpecGymID0088130,holdout
MassSpecGymID0088131,holdout
MassSpecGymID0088132,holdout
MassSpecGymID0088133,holdout
MassSpecGymID0088134,holdout
MassSpecGymID0088135,holdout
MassSpecGymID0088136,id_val
MassSpecGymID0088137,id_val
MassSpecGymID0088138,id_val
MassSpecGymID0088139,id_val
MassSpecGymID0088140,id_val
MassSpecGymID0088141,id_val
MassSpecGymID0088142,id_val
MassSpecGymID0088143,id_val
MassSpecGymID0088144,id_val
MassSpecGymID0088145,id_val
MassSpecGymID0088146,id_val
MassSpecGymID0088147,id_val
MassSpecGymID0088148,train
MassSpecGymID0088149,train
MassSpecGymID0088150,train
MassSpecGymID0088151,train
MassSpecGymID0088152,train
MassSpecGymID0088153,train
MassSpecGymID0088154,train
MassSpecGymID0088155,train
MassSpecGymID0088156,train
MassSpecGymID0088157,train
MassSpecGymID0088158,train
MassSpecGymID0088159,train
MassSpecGymID0088160,train
MassSpecGymID0088161,train
MassSpecGymID0088162,train
MassSpecGymID0088166,train
MassSpecGymID0088167,train
MassSpecGymID0088168,train
MassSpecGymID0088169,train
MassSpecGymID0088170,train
MassSpecGymID0088171,train
MassSpecGymID0088172,train
MassSpecGymID0088173,train
MassSpecGymID0088174,train
MassSpecGymID0088175,train
MassSpecGymID0088176,train
MassSpecGymID0088177,train
MassSpecGymID0088178,train
MassSpecGymID0088179,train
MassSpecGymID0088180,train
MassSpecGymID0088181,train
MassSpecGymID0088182,train
MassSpecGymID0088183,train
MassSpecGymID0088184,train
MassSpecGymID0088185,train
MassSpecGymID0088186,train
MassSpecGymID0088187,train
MassSpecGymID0088188,train
MassSpecGymID0088189,train
MassSpecGymID0088190,train
MassSpecGymID0088191,train
MassSpecGymID0088192,train
MassSpecGymID0088193,train
MassSpecGymID0088194,holdout
MassSpecGymID0088195,holdout
MassSpecGymID0088196,holdout
MassSpecGymID0088197,holdout
MassSpecGymID0088198,holdout
MassSpecGymID0088199,holdout
MassSpecGymID0088200,holdout
MassSpecGymID0088201,holdout
MassSpecGymID0088202,holdout
MassSpecGymID0088203,holdout
MassSpecGymID0088204,holdout
MassSpecGymID0088205,holdout
MassSpecGymID0088206,train
MassSpecGymID0088207,train
MassSpecGymID0088208,train
MassSpecGymID0088209,train
MassSpecGymID0088210,train
MassSpecGymID0088211,train
MassSpecGymID0088212,train
MassSpecGymID0088213,train
MassSpecGymID0088214,train
MassSpecGymID0088215,train
MassSpecGymID0088216,train
MassSpecGymID0088217,train
MassSpecGymID0088218,train
MassSpecGymID0088219,train
MassSpecGymID0088220,train
MassSpecGymID0088221,train
MassSpecGymID0088222,train
MassSpecGymID0088223,train
MassSpecGymID0088224,train
MassSpecGymID0088225,train
MassSpecGymID0088226,holdout
MassSpecGymID0088227,holdout
MassSpecGymID0088228,holdout
MassSpecGymID0088229,holdout
MassSpecGymID0088230,holdout
MassSpecGymID0088231,holdout
MassSpecGymID0088232,holdout
MassSpecGymID0088233,holdout
MassSpecGymID0088234,holdout
MassSpecGymID0088235,holdout
MassSpecGymID0088236,holdout
MassSpecGymID0088237,holdout
MassSpecGymID0088238,holdout
MassSpecGymID0088239,holdout
MassSpecGymID0088240,holdout
MassSpecGymID0088241,holdout
MassSpecGymID0088242,holdout
MassSpecGymID0088243,holdout
MassSpecGymID0088244,holdout
MassSpecGymID0088245,holdout
MassSpecGymID0088246,holdout
MassSpecGymID0088247,holdout
MassSpecGymID0088248,holdout
MassSpecGymID0088249,holdout
MassSpecGymID0088250,ood
MassSpecGymID0088251,ood
MassSpecGymID0088252,ood
MassSpecGymID0088253,ood
MassSpecGymID0088254,ood
MassSpecGymID0088255,ood
MassSpecGymID0088256,ood
MassSpecGymID0088257,ood
MassSpecGymID0088258,ood
MassSpecGymID0088259,ood
MassSpecGymID0088260,ood
MassSpecGymID0088261,ood
MassSpecGymID0088262,ood
MassSpecGymID0088263,ood
MassSpecGymID0088264,ood
MassSpecGymID0088265,ood
MassSpecGymID0088266,id_val
MassSpecGymID0088267,id_val
MassSpecGymID0088268,id_val
MassSpecGymID0088269,id_val
MassSpecGymID0088270,id_val
MassSpecGymID0088271,id_val
MassSpecGymID0088272,id_val
MassSpecGymID0088273,id_val
MassSpecGymID0088274,id_val
MassSpecGymID0088275,id_val
MassSpecGymID0088276,id_val
MassSpecGymID0088277,id_val
MassSpecGymID0088278,train
MassSpecGymID0088279,train
MassSpecGymID0088280,train
MassSpecGymID0088281,train
MassSpecGymID0088282,train
MassSpecGymID0088283,train
MassSpecGymID0088284,train
MassSpecGymID0088285,train
MassSpecGymID0088286,train
MassSpecGymID0088287,train
MassSpecGymID0088288,train
MassSpecGymID0088289,train
MassSpecGymID0088290,train
MassSpecGymID0088291,train
MassSpecGymID0088292,train
MassSpecGymID0088293,train
MassSpecGymID0088294,train
MassSpecGymID0088295,train
MassSpecGymID0088296,train
MassSpecGymID0088297,train
MassSpecGymID0088298,train
MassSpecGymID0088299,train
MassSpecGymID0088300,train
MassSpecGymID0088301,train
MassSpecGymID0088302,train
MassSpecGymID0088303,train
MassSpecGymID0088304,train
MassSpecGymID0088305,train
MassSpecGymID0088306,train
MassSpecGymID0088307,train
MassSpecGymID0088308,train
MassSpecGymID0088309,train
MassSpecGymID0088310,train
MassSpecGymID0088311,train
MassSpecGymID0088312,train
MassSpecGymID0088313,train
MassSpecGymID0088314,train
MassSpecGymID0088315,train
MassSpecGymID0088316,train
MassSpecGymID0088317,train
MassSpecGymID0088318,train
MassSpecGymID0088319,train
MassSpecGymID0088320,train
MassSpecGymID0088321,train
MassSpecGymID0088322,train
MassSpecGymID0088323,train
MassSpecGymID0088324,train
MassSpecGymID0088325,train
MassSpecGymID0088326,train
MassSpecGymID0088327,train
MassSpecGymID0088328,ood
MassSpecGymID0088329,ood
MassSpecGymID0088330,ood
MassSpecGymID0088331,ood
MassSpecGymID0088332,ood
MassSpecGymID0088333,ood
MassSpecGymID0088334,ood
MassSpecGymID0088335,ood
MassSpecGymID0088336,ood
MassSpecGymID0088337,ood
MassSpecGymID0088338,ood
MassSpecGymID0088339,ood
MassSpecGymID0088340,train
MassSpecGymID0088341,train
MassSpecGymID0088342,train
MassSpecGymID0088343,train
MassSpecGymID0088344,train
MassSpecGymID0088345,train
MassSpecGymID0088346,train
MassSpecGymID0088347,train
MassSpecGymID0088348,train
MassSpecGymID0088349,train
MassSpecGymID0088350,train
MassSpecGymID0088351,train
MassSpecGymID0088352,train
MassSpecGymID0088353,train
MassSpecGymID0088354,train
MassSpecGymID0088355,id_val
MassSpecGymID0088356,id_val
MassSpecGymID0088357,id_val
MassSpecGymID0088358,id_val
MassSpecGymID0088359,id_val
MassSpecGymID0088360,id_val
MassSpecGymID0088361,id_val
MassSpecGymID0088362,id_val
MassSpecGymID0088363,train
MassSpecGymID0088364,train
MassSpecGymID0088365,train
MassSpecGymID0088366,train
MassSpecGymID0088367,train
MassSpecGymID0088368,train
MassSpecGymID0088369,train
MassSpecGymID0088370,train
MassSpecGymID0088371,train
MassSpecGymID0088372,train
MassSpecGymID0088373,train
MassSpecGymID0088374,train
MassSpecGymID0088375,train
MassSpecGymID0088376,train
MassSpecGymID0088377,train
MassSpecGymID0088378,train
MassSpecGymID0088379,train
MassSpecGymID0088380,train
MassSpecGymID0088381,train
MassSpecGymID0088382,train
MassSpecGymID0088383,train
MassSpecGymID0088384,train
MassSpecGymID0088385,train
MassSpecGymID0088386,train
MassSpecGymID0088387,train
MassSpecGymID0088388,train
MassSpecGymID0088389,train
MassSpecGymID0088390,train
MassSpecGymID0088391,train
MassSpecGymID0088392,train
MassSpecGymID0088393,train
MassSpecGymID0088394,train
MassSpecGymID0088395,train
MassSpecGymID0088396,train
MassSpecGymID0088397,train
MassSpecGymID0088398,train
MassSpecGymID0088399,train
MassSpecGymID0088400,train
MassSpecGymID0088401,train
MassSpecGymID0088402,train
MassSpecGymID0088403,train
MassSpecGymID0088404,train
MassSpecGymID0088405,train
MassSpecGymID0088406,train
MassSpecGymID0088407,train
MassSpecGymID0088408,train
MassSpecGymID0088409,train
MassSpecGymID0088410,train
MassSpecGymID0088411,train
MassSpecGymID0088412,train
MassSpecGymID0088413,train
MassSpecGymID0088414,train
MassSpecGymID0088415,train
MassSpecGymID0088416,train
MassSpecGymID0088417,train
MassSpecGymID0088418,train
MassSpecGymID0088419,ood
MassSpecGymID0088420,ood
MassSpecGymID0088421,ood
MassSpecGymID0088422,ood
MassSpecGymID0088423,ood
MassSpecGymID0088424,ood
MassSpecGymID0088425,ood
MassSpecGymID0088426,ood
MassSpecGymID0088427,ood
MassSpecGymID0088428,ood
MassSpecGymID0088429,ood
MassSpecGymID0088430,ood
MassSpecGymID0088431,ood
MassSpecGymID0088432,ood
MassSpecGymID0088433,ood
MassSpecGymID0088434,ood
MassSpecGymID0088435,ood
MassSpecGymID0088436,ood
MassSpecGymID0088437,ood
MassSpecGymID0088438,ood
MassSpecGymID0088439,ood
MassSpecGymID0088440,ood
MassSpecGymID0088441,ood
MassSpecGymID0088442,ood
MassSpecGymID0088443,ood
MassSpecGymID0088444,ood
MassSpecGymID0088445,ood
MassSpecGymID0088446,ood
MassSpecGymID0088447,ood
MassSpecGymID0088448,ood
MassSpecGymID0088449,ood
MassSpecGymID0088450,ood
MassSpecGymID0088451,ood
MassSpecGymID0088452,ood
MassSpecGymID0088453,holdout
MassSpecGymID0088454,holdout
MassSpecGymID0088455,holdout
MassSpecGymID0088456,holdout
MassSpecGymID0088457,holdout
MassSpecGymID0088458,holdout
MassSpecGymID0088459,holdout
MassSpecGymID0088460,holdout
MassSpecGymID0088461,holdout
MassSpecGymID0088462,holdout
MassSpecGymID0088463,holdout
MassSpecGymID0088464,holdout
MassSpecGymID0088465,holdout
MassSpecGymID0088466,holdout
MassSpecGymID0088467,holdout
MassSpecGymID0088468,train
MassSpecGymID0088469,train
MassSpecGymID0088470,train
MassSpecGymID0088471,train
MassSpecGymID0088472,train
MassSpecGymID0088473,train
MassSpecGymID0088474,train
MassSpecGymID0088475,train
MassSpecGymID0088476,train
MassSpecGymID0088477,train
MassSpecGymID0088478,train
MassSpecGymID0088479,train
MassSpecGymID0088480,train
MassSpecGymID0088481,train
MassSpecGymID0088482,train
MassSpecGymID0088483,train
MassSpecGymID0088484,train
MassSpecGymID0088485,train
MassSpecGymID0088486,train
MassSpecGymID0088487,train
MassSpecGymID0088488,train
MassSpecGymID0088489,train
MassSpecGymID0088490,train
MassSpecGymID0088491,train
MassSpecGymID0088492,train
MassSpecGymID0088493,train
MassSpecGymID0088494,ood
MassSpecGymID0088495,ood
MassSpecGymID0088496,ood
MassSpecGymID0088497,ood
MassSpecGymID0088498,ood
MassSpecGymID0088499,ood
MassSpecGymID0088500,ood
MassSpecGymID0088501,ood
MassSpecGymID0088502,ood
MassSpecGymID0088503,ood
MassSpecGymID0088505,ood
MassSpecGymID0088506,ood
MassSpecGymID0088507,ood
MassSpecGymID0088508,ood
MassSpecGymID0088509,ood
MassSpecGymID0088510,ood
MassSpecGymID0088511,ood
MassSpecGymID0088512,ood
MassSpecGymID0088513,ood
MassSpecGymID0088514,ood
MassSpecGymID0088515,ood
MassSpecGymID0088516,ood
MassSpecGymID0088517,ood
MassSpecGymID0088518,ood
MassSpecGymID0088519,ood
MassSpecGymID0088520,ood
MassSpecGymID0088521,ood
MassSpecGymID0088522,ood
MassSpecGymID0088523,train
MassSpecGymID0088524,train
MassSpecGymID0088525,train
MassSpecGymID0088526,train
MassSpecGymID0088527,train
MassSpecGymID0088528,train
MassSpecGymID0088529,train
MassSpecGymID0088530,train
MassSpecGymID0088531,train
MassSpecGymID0088532,train
MassSpecGymID0088533,train
MassSpecGymID0088534,train
MassSpecGymID0088535,ood
MassSpecGymID0088536,ood
MassSpecGymID0088537,ood
MassSpecGymID0088538,ood
MassSpecGymID0088539,ood
MassSpecGymID0088540,ood
MassSpecGymID0088541,ood
MassSpecGymID0088542,ood
MassSpecGymID0088543,ood
MassSpecGymID0088544,ood
MassSpecGymID0088545,ood
MassSpecGymID0088546,ood
MassSpecGymID0088547,ood
MassSpecGymID0088548,ood
MassSpecGymID0088549,ood
MassSpecGymID0088550,train
MassSpecGymID0088551,train
MassSpecGymID0088552,train
MassSpecGymID0088553,train
MassSpecGymID0088554,train
MassSpecGymID0088555,train
MassSpecGymID0088556,train
MassSpecGymID0088557,train
MassSpecGymID0088558,train
MassSpecGymID0088559,train
MassSpecGymID0088560,train
MassSpecGymID0088561,train
MassSpecGymID0088562,train
MassSpecGymID0088563,train
MassSpecGymID0088564,train
MassSpecGymID0088565,train
MassSpecGymID0088566,train
MassSpecGymID0088567,train
MassSpecGymID0088568,train
MassSpecGymID0088569,train
MassSpecGymID0088570,train
MassSpecGymID0088571,train
MassSpecGymID0088572,train
MassSpecGymID0088573,train
MassSpecGymID0088574,train
MassSpecGymID0088575,train
MassSpecGymID0088576,train
MassSpecGymID0088577,train
MassSpecGymID0088578,train
MassSpecGymID0088579,train
MassSpecGymID0088580,train
MassSpecGymID0088581,ood
MassSpecGymID0088582,ood
MassSpecGymID0088583,ood
MassSpecGymID0088584,ood
MassSpecGymID0088585,ood
MassSpecGymID0088586,ood
MassSpecGymID0088587,ood
MassSpecGymID0088588,ood
MassSpecGymID0088589,ood
MassSpecGymID0088590,ood
MassSpecGymID0088591,ood
MassSpecGymID0088592,ood
MassSpecGymID0088595,ood
MassSpecGymID0088596,ood
MassSpecGymID0088597,ood
MassSpecGymID0088598,ood
MassSpecGymID0088599,ood
MassSpecGymID0088600,ood
MassSpecGymID0088608,ood
MassSpecGymID0088609,ood
MassSpecGymID0088610,ood
MassSpecGymID0088611,ood
MassSpecGymID0088615,ood
MassSpecGymID0088616,ood
MassSpecGymID0088617,ood
MassSpecGymID0088618,ood
MassSpecGymID0088619,ood
MassSpecGymID0088620,ood
MassSpecGymID0088621,ood
MassSpecGymID0088622,ood
MassSpecGymID0088623,ood
MassSpecGymID0088624,ood
MassSpecGymID0088625,ood
MassSpecGymID0088626,ood
MassSpecGymID0088628,ood
MassSpecGymID0088629,ood
MassSpecGymID0088630,ood
MassSpecGymID0088631,ood
MassSpecGymID0088633,ood
MassSpecGymID0088634,ood
MassSpecGymID0088637,ood
MassSpecGymID0088640,train
MassSpecGymID0088641,train
MassSpecGymID0088642,train
MassSpecGymID0088643,train
MassSpecGymID0088644,train
MassSpecGymID0088645,train
MassSpecGymID0088646,train
MassSpecGymID0088647,train
MassSpecGymID0088648,train
MassSpecGymID0088649,train
MassSpecGymID0088650,train
MassSpecGymID0088651,train
MassSpecGymID0088652,train
MassSpecGymID0088653,train
MassSpecGymID0088654,train
MassSpecGymID0088655,train
MassSpecGymID0088656,train
MassSpecGymID0088657,train
MassSpecGymID0088658,train
MassSpecGymID0088659,train
MassSpecGymID0088660,train
MassSpecGymID0088661,train
MassSpecGymID0088663,id_val
MassSpecGymID0088664,id_val
MassSpecGymID0088665,id_val
MassSpecGymID0088666,id_val
MassSpecGymID0088667,id_val
MassSpecGymID0088668,id_val
MassSpecGymID0088669,id_val
MassSpecGymID0088670,id_val
MassSpecGymID0088671,id_val
MassSpecGymID0088672,id_val
MassSpecGymID0088673,id_val
MassSpecGymID0088674,id_val
MassSpecGymID0088675,id_val
MassSpecGymID0088676,id_val
MassSpecGymID0088677,id_val
MassSpecGymID0088678,id_val
MassSpecGymID0088679,id_val
MassSpecGymID0088680,id_val
MassSpecGymID0088681,id_val
MassSpecGymID0088682,id_val
MassSpecGymID0088683,id_val
MassSpecGymID0088684,id_val
MassSpecGymID0088685,id_val
MassSpecGymID0088686,id_val
MassSpecGymID0088687,id_val
MassSpecGymID0088688,id_val
MassSpecGymID0088689,id_val
MassSpecGymID0088690,train
MassSpecGymID0088691,train
MassSpecGymID0088692,train
MassSpecGymID0088693,train
MassSpecGymID0088694,train
MassSpecGymID0088695,train
MassSpecGymID0088696,train
MassSpecGymID0088697,train
MassSpecGymID0088698,train
MassSpecGymID0088699,train
MassSpecGymID0088700,train
MassSpecGymID0088701,train
MassSpecGymID0088702,train
MassSpecGymID0088703,train
MassSpecGymID0088704,train
MassSpecGymID0088705,train
MassSpecGymID0088706,train
MassSpecGymID0088707,train
MassSpecGymID0088708,train
MassSpecGymID0088709,train
MassSpecGymID0088710,train
MassSpecGymID0088711,train
MassSpecGymID0088712,train
MassSpecGymID0088713,train
